"10",218.6,0.4498,69.0722,26.6416,31.1464,0.688,0,0,5.0176,0.8306,4.0986,25.2508,8.1886,0,14.2706,0,0.9996,9.4818,131.853,5.2936,6.589,0,0,0,0.9978,7.0618,4.5228,1.3618,0.9004,19.7502,2.5886,0,0.6814,0,0.4538,0,0,3.375,0.4292,1.4502,0
"11",224.8,0.5742,102.691,13.9896,10.8078,0,0,0,7.6808,0,4.5626,10.6674,5.1832,0,7.7436,0,1.3628,3.3554,95.3864,1.9586,1.61,0,0,0,1.9454,1.926,3.8732,1.1088,0,15.5742,1.559,0,0,0,0,0,0,0.8074,0,0.8086,0
"12",229.8,0,100.3248,28.1532,15.7356,1.96,0,0,14.5628,1,16.482,27.6484,2.7144,0,16.7084,0.8654,1,11.2518,180.1008,2.7384,1.8582,2.7106,0,0.8696,4.4472,3.8594,8.709,2.8604,0.8654,24.6726,2.9816,0.9966,0,0,0,0,0,5.699,0.8628,1.8634,0
"13",233.3,0,70.037,25.5464,11.7408,1.6188,0,0,16.1338,7.9422,13.9234,78.3838,30.9762,1.462,29.814,0,0.9994,10.2922,117.2686,0.9986,3.7262,3.0884,0.6268,0,3.9494,3.9638,5.4716,1.6268,2.9374,17.4184,4.2464,0,0.6268,0,0,0,0,0.9962,0,1.6268,0
"14",238.5,0.4812,121.326,10.1858,7.0396,0.476,0,0.7642,21.0956,0.2762,12.7862,20.9564,9.3304,0,10.9942,0,1.3096,7.8056,74.656,0.6354,0.6432,1.952,0,0,3.0674,1.5886,5.661,1.0254,0.5524,12.232,3.3792,0,0,0,0,0,0,2.034,0,0.8584,0.2908
"15",242.9,0.5876,124.9914,10.8878,8.3288,0,0.3502,0,17.7564,1.1134,9.483,19.606,7.6304,0,18.8774,0,0,8.8266,72.414,1.066,1.0718,3.2406,0,0,2.8378,0.3562,5.2928,1.9416,0.3532,10.559,6.972,0,0,0.3596,0,0,0,1.8358,0,1.364,0.583
"16",244.5,1,97.8802,1.996,0.997,0,0,0,0.9978,0,16.975,0.998,0,0,4.9856,0,0,0.9976,15.9658,0.997,0,1,0,0,0,0,3.992,0,0,3.993,1.9972,0,0,0,0,0,0,0,0,0.9962,0
"17",246.2,2.0998,99.789,7.6914,5.0094,0,0,1.3512,10.4448,1.9396,21.6172,20.6308,8.4602,1.0626,20.994,0,1.018,13.2088,90.3208,0,0.8978,2.8276,0,0,3.7956,0,5.1088,1.6978,0.7274,17.204,5.6434,0,0,0,0.8074,0,0,3.7908,1.0498,2.4436,0.3462
"18",247.2,0.502,120.0864,1.5016,0,0,0,0,3.8538,0.9986,16.551,9.955,1.0082,0.9996,12.7236,0,0,13.028,22.2306,0,0,0.5176,0,0,2.8464,0,4.2876,1.4944,0.5102,13.0336,5.853,0,0,0,0,0,0,3.5096,0,1.0146,0
"19",249.1,0,173.8178,0.9834,0,0.627,0,0,15.6908,0.7408,3.8222,7.9502,3.057,0.997,10.6786,0,0.4566,9.1132,17.6432,0,0,0.4686,0,0,2.213,0,2.1442,0.546,1.4186,7.767,1.7678,0,0,0,0.278,0,0,0.4598,0,0.9748,0
"20",251,0,98.4552,0,0,0,0,0,8.0204,0.8124,10.9978,3.4234,1.9304,0,8.0164,0,0,6.6264,10.6394,0,0,1.7858,0,0,1.969,0,2.932,0.807,0.8074,7.73,0.817,0,0,0,0,0.8108,0,1.8058,0,0,0
"21",251.6,0,40.813,0.2778,0,0.4844,0,0.6134,7.3662,5.849,24.6506,4.3872,2.0206,0,6.8846,0,0,8.149,28.443,0,0,0.9662,0,0,3.6214,0,3.6626,1.3712,1.2734,8.0334,0.6238,0,0,0,0,0,0,0.2842,0,0.2748,0
"22",253.3,1.299,54.129,0.1418,0,2.0128,1.2528,0.7462,3.2562,26.1916,45.9944,5.9062,5.5602,0,13.856,0,0,23.4098,220.4882,0.284,0,3.11,0,0,2.9046,0.5494,4.835,1.773,2.569,7.709,2.5352,0,0.3728,0,0.884,0.1428,0,4.9378,0,0.5072,0
"23",257.1,2.1324,54.2514,3.6188,0,1.8744,2.8034,0,3.294,16.4104,31.28,9.1594,5.172,1.1628,15.5016,0.521,0.5198,19.0016,235.7398,0,0,2.597,0,0,2.8538,0.234,5.6732,0.9844,2.8176,8.5854,2.7104,0,0.1214,0,1.0188,0,0,5.5536,0.2316,0.2388,0
"24",262.5,0.33,17.2472,3.9232,0,1.5668,4.2812,0,0.456,6.922,18.3094,10.267,4.5322,0,16.543,1.1026,0.16,17.8022,327.2092,0.3112,0,0.988,0,0,1.91,1.162,4.3928,0.9688,1.5358,8.3976,4.1128,0,0.1564,0,0.4546,0,0,9.2654,0,0.1574,0
"25",267,1.4974,41.6828,4.2776,0,1.2184,3.3876,0,2.0992,10.3274,12.6064,7.5664,3.9052,0.1604,14.4036,1.7312,0.2926,21.24,340.675,0.1644,0,1.738,0,0,1.8114,1.2948,4.09,1.5994,2.8718,8.9392,4.7774,0,0,0,0.289,0,0,9.3642,0,0.165,0
"26",270.6,0,47.1228,3.4054,0,1.9694,7.4608,0,1.2768,5.7188,11.2548,11.5278,4.1486,0,22.1122,0.6642,0.174,25.262,359.827,0,0,1.4848,0,0,2.7992,2.0448,4.7752,2.0738,2.1936,8.6382,4.0676,0,0,0,1.505,0,0,9.1688,0,0,0
